Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer
Hyundai Santro Xing,15,68282,Petrol,Manual,First,17.92,1086,62.1,5,2.25,Hyundai
Porsche Panamera Diesel,9,60033,Diesel,Automatic,First,18.18,2967,250,4,51.52,Porsche
Maruti Vitara Brezza,5,51921,Diesel,Manual,First,24.3,1248,88.5,5,8.62,Maruti
Maruti Swift Dzire,6,18414,Diesel,Manual,First,23.4,1248,74,5,7.25,Maruti
Honda Amaze V,7,40866,Petrol,Manual,First,19.5,1199,86.76,5,5.47,Honda
Jaguar XF 2.2,9,55001,Diesel,Automatic,First,16.36,2179,187.7,5,31,Jaguar
Mini Cooper Convertible,6,20469,Petrol,Automatic,First,16.82,1998,189.08,4,35.98,Mini
Hyundai EON Era,6,8500,Petrol,Manual,First,21.1,814,55.2,5,3.42,Hyundai
Audi A6 3.0,15,45000,Diesel,Automatic,Second,16.77,2967,241.38,5,11.5,Audi
Hyundai i20 Active,7,6000,Petrol,Manual,First,17.19,1197,81.86,5,7.25,Hyundai
Maruti Swift AMT,5,11000,Diesel,Manual,First,28.4,1248,74,5,8,Maruti
Ford Ecosport 1.5,8,80064,Diesel,Manual,First,22.7,1498,89.84,5,7.33,Ford
Maruti Wagon R,7,29930,Petrol,Manual,First,18.9,998,67.1,5,3.35,Maruti
Volkswagen Vento 1.5,10,49105,Diesel,Manual,First,20.34,1498,103.2,5,4.4,Volkswagen
Toyota Etios VX,11,55000,Petrol,Manual,First,17.6,1496,88.7,5,2.99,Toyota
Honda Jazz 1.2,8,23000,Petrol,Manual,First,18.7,1199,88.7,5,5.6,Honda
Volkswagen CrossPolo 1.5,7,54727,Diesel,Manual,First,20.14,1498,88.73,5,6.63,Volkswagen
Volkswagen Ameo 1.5,5,31426,Diesel,Manual,First,21.66,1498,108.62,5,7.9,Volkswagen
Honda City V,8,53442,Petrol,Manual,First,16.8,1497,116.3,5,7,Honda
Honda Brio VX,9,28000,Petrol,Automatic,First,16.5,1198,86.8,5,4.95,Honda
Skoda Rapid 1.6,6,13412,Petrol,Automatic,First,14.3,1598,103.52,5,9.19,Skoda
Hyundai Verna CRDi,12,70000,Diesel,Manual,First,16.8,1493,110,5,5.1,Hyundai
Hyundai i20 Active,8,81310,Diesel,Manual,First,21.19,1396,88.76,5,5.9,Hyundai
Maruti Baleno Alpha,4,13574,Petrol,Automatic,First,21.4,1197,83.1,5,9.51,Maruti
Honda CR-V 2.4L,15,75000,Petrol,Manual,Second,11.1,2354,158.8,5,3.9,Honda
Maruti Swift Dzire,9,58310,Petrol,Manual,Second,19.1,1197,85.8,5,5.39,Maruti
Maruti Swift Dzire,14,90000,Diesel,Manual,Second,19.3,1248,73.9,5,3,Maruti
Maruti Swift Dzire,11,83000,Diesel,Manual,First,23.4,1248,74,5,4.3,Maruti
Maruti Swift Dzire,6,37282,Petrol,Manual,First,20.85,1197,83.14,5,6.75,Maruti
Hyundai Grand i10,6,23000,Petrol,Manual,First,18.9,1197,82,5,4.5,Hyundai
Ford Fiesta 1.4,13,82000,Diesel,Manual,First,17.8,1399,68,5,2.75,Ford
Hyundai Verna 1.6,7,31000,Diesel,Manual,First,23.9,1582,126.2,5,9,Hyundai
Maruti Wagon R,22,200000,Petrol,Manual,First,12,1621.27645,113.2530497,5.278735151,0.7,Maruti
Ford Figo Diesel,9,45001,Diesel,Manual,Second,20,1399,68.05,5,2.55,Ford
Tata Manza Aqua,9,50446,Diesel,Manual,First,21.12,1248,88.8,5,3.54,Tata
Honda Civic 2006-2010,14,89000,Petrol,Manual,First,13.5,1799,130,5,4.25,Honda
Maruti Alto LX,16,72000,Petrol,Manual,Second,19.7,796,46.3,5,1.2,Maruti
BMW 5 Series,10,90000,Diesel,Automatic,First,22.48,1995,190,5,19.5,BMW
Mahindra XUV500 W8,8,76000,Diesel,Manual,Second,16,2179,140,7,12,Mahindra
Maruti Ritz VDi,11,78401,Diesel,Manual,First,23.2,1248,73.94,5,3.9,Maruti
Maruti Vitara Brezza,6,38426,Diesel,Manual,First,24.3,1248,88.5,5,9.13,Maruti
Maruti Eeco 7,12,45000,Petrol,Manual,First,15.1,1196,73,7,2.25,Maruti
Maruti Swift Dzire,11,83000,Petrol,Manual,First,17.5,1197,85.8,5,3.25,Maruti
Hyundai Creta 1.6,6,50170,Diesel,Automatic,First,17.01,1582,126.2,5,14.79,Hyundai
Maruti Wagon R,13,37822,Petrol,Manual,First,22.5,998,67.04,5,2.35,Maruti
Maruti Celerio ZDi,8,33517,Diesel,Manual,First,27.62,793,47,5,3.1,Maruti
Hyundai Santa Fe,9,110000,Diesel,Automatic,First,13.01,2199,194.3,7,12.9,Hyundai
Hyundai EON D,6,60000,Petrol,Manual,First,21.1,814,55.2,5,2.5,Hyundai
Hyundai i20 Sportz,10,92408,Petrol,Manual,First,18.5,1197,82.85,5,3.65,Hyundai
Hyundai Verna 1.6,9,45000,Petrol,Manual,First,17.1,1591,121.3,5,7.5,Hyundai
Honda Brio S,10,33793,Petrol,Manual,First,18.4,1198,86.8,5,3.74,Honda
Maruti Swift VXI,6,26327,Petrol,Manual,First,20.4,1197,81.8,5,5.86,Maruti
Mercedes-Benz New C-Class,5,20604,Diesel,Automatic,First,19.27,2143,167.62,5,39.62,Mercedes-Benz
Maruti Swift VDI,5,61386,Diesel,Manual,First,25.2,1248,74,5,7.05,Maruti
Maruti Swift AMT,5,11500,Diesel,Automatic,First,28.4,1248,74,5,7.5,Maruti
Chevrolet Beat Diesel,11,58000,Diesel,Manual,First,25.44,936,57.6,5,2.1,Chevrolet
Skoda Superb Elegance,9,38000,Petrol,Automatic,First,13.7,1798,157.75,5,11.6,Skoda
Mercedes-Benz New C-Class,11,49000,Diesel,Automatic,Second,14.84,2143,167.62,5,19.25,Mercedes-Benz
Toyota Innova Crysta,6,72202,Diesel,Manual,First,13.68,2393,147.8,8,17.92,Toyota
Hyundai i10 Sportz,7,7000,Petrol,Manual,First,20.36,1197,78.9,5,3.6,Hyundai
Honda Amaze S,9,20000,Diesel,Manual,Second,25.8,1498,98.6,5,4.5,Honda
Hyundai i20 Magna,6,14061,Diesel,Manual,First,21.9,1396,88.76,5,7.4,Hyundai
Mercedes-Benz GLE 350d,5,30706,Diesel,Automatic,First,11.57,2987,254.79,5,59.29,Mercedes-Benz
Mahindra Scorpio 2009-2014,12,51387,Diesel,Manual,First,12.05,2179,120,7,5.5,Mahindra
Hyundai Getz GLE,17,44000,Petrol,Manual,Second,15.3,1341,83,5,1.75,Hyundai
Maruti Baleno Alpha,7,12208,Petrol,Manual,First,21.4,1197,83.1,5,6.75,Maruti
Chevrolet Optra Magnum,12,55000,Diesel,Manual,First,16.52,1991,123.7,5,3.95,Chevrolet
Hyundai Verna 1.6,12,61600,Petrol,Manual,First,17.1,1591,121.3,5,4.2,Hyundai
Honda City 1.5,7,28414,Petrol,Manual,First,17,1497,118,5,8.4,Honda
Volkswagen Polo GT,6,27853,Petrol,Automatic,First,17.21,1197,103.5,5,8.25,Volkswagen
Honda Brio E,10,55116,Petrol,Manual,First,19.4,1198,86.8,5,3.31,Honda
Maruti Swift Dzire,6,26000,Diesel,Manual,First,26.59,1248,74,5,7.5,Maruti
Honda City 1.5,11,45496,Petrol,Manual,First,17,1497,118,5,4.75,Honda
Mahindra Ssangyong Rexton,10,76000,Diesel,Automatic,Second,11.18,2696,184,7,8.79,Mahindra
Skoda Superb Elegance,9,136000,Petrol,Manual,First,13.1,1798,157.75,5,9.5,Skoda
Hyundai Santro GLS,14,100000,Petrol,Manual,First,0,1621.27645,113.2530497,5.278735151,1.6,Hyundai
Maruti Alto LXi,13,38127,Petrol,Manual,First,19.7,796,46.3,5,1.55,Maruti
Hyundai i20 Asta,9,82450,Diesel,Manual,First,23,1396,90,5,5.85,Hyundai
Ford Ecosport 1.5,9,62497,Petrol,Manual,First,15.8,1499,110,5,7.52,Ford
Nissan Micra Diesel,12,86732,Diesel,Manual,First,23.08,1461,63.1,5,3.6,Nissan
Honda Brio E,7,27969,Petrol,Manual,First,19.4,1198,86.8,5,4.73,Honda
Mahindra Ssangyong Rexton,10,66372,Diesel,Automatic,First,11.18,2696,184,7,10.5,Mahindra
BMW 7 Series,10,73525,Diesel,Automatic,First,16.46,2993,258,5,34.54,BMW
Hyundai Grand i10,5,20689,Petrol,Manual,First,18.9,1197,81.86,5,6.07,Hyundai
Maruti Baleno Delta,5,25093,Petrol,Manual,First,21.4,1197,83.1,5,7.76,Maruti
Mahindra Xylo E8,7,49176,Diesel,Manual,First,11.68,2498,112,8,7.46,Mahindra
Renault Fluence Diesel,11,87510,Diesel,Manual,First,21.8,1461,78,5,3.49,Renault
Hyundai i20 1.2,11,38214,Petrol,Manual,Second,18.5,1197,80,5,4.05,Hyundai
Mitsubishi Pajero 2.8,10,48986,Diesel,Manual,First,10.5,2835,107.2,6,11.88,Mitsubishi
Toyota Corolla Altis,12,88000,Petrol,Automatic,First,14.53,1794,138.1,5,6.45,Toyota
BMW X5 X5,8,69002,Diesel,Automatic,First,15.97,2993,258,5,50,BMW
BMW 3 Series,12,43706,Petrol,Automatic,First,10.9,2497,215,5,9,BMW
Hyundai Creta 1.6,7,58671,Diesel,Automatic,First,17.01,1582,126.2,5,14.25,Hyundai
Mahindra TUV 300,6,49404,Diesel,Manual,First,18.49,1493,100,7,7.36,Mahindra
Mahindra Scorpio VLX,13,72000,Diesel,Manual,First,12.05,2179,120,8,4.4,Mahindra
Renault KWID RXT,7,24000,Petrol,Manual,First,25.17,799,53.3,5,3.1,Renault
Renault KWID 1.0,6,53285,Petrol,Automatic,First,22.5,999,67,5,4.28,Renault
Maruti Swift VXi,6,12000,Petrol,Manual,First,16.1,1197,85,5,5.5,Maruti
Skoda Laura 1.9,11,45000,Diesel,Automatic,First,17,1896,105,5,6.99,Skoda
Maruti Alto 800,5,26234,Petrol,Manual,First,24.7,796,47.3,5,4.29,Maruti
Maruti Swift VXI,9,55000,Petrol,Manual,First,18.6,1197,85.8,5,4.2,Maruti
Hyundai i20 1.4,11,90000,Diesel,Manual,First,23,1396,90,5,4.11,Hyundai
Audi Q3 2012-2015,8,48000,Diesel,Automatic,First,15.73,1968,174.33,5,18.75,Audi
Mercedes-Benz GLE 350d,6,19863,Diesel,Automatic,First,11.57,2987,254.79,5,64.95,Mercedes-Benz
Hyundai i10 Era,13,55000,Petrol,Manual,Second,19.81,1086,68.05,5,1.59,Hyundai
Maruti Wagon R,7,4800,Petrol,Manual,First,20.51,998,67.04,5,3.6,Maruti
Honda City i,6,38607,Petrol,Manual,Second,17.8,1497,117.3,5,7.87,Honda
Hyundai Grand i10,5,3958,Petrol,Manual,First,18.9,1197,81.86,5,5.55,Hyundai
Honda City i,9,74000,Diesel,Manual,Second,25.1,1498,98.6,5,6.4,Honda
Maruti Swift Dzire,14,54540,Petrol,Manual,Third,17.5,1298,85.8,5,2.65,Maruti
Maruti Swift Dzire,8,58400,Petrol,Manual,First,17.5,1298,85.8,5,5.5,Maruti
Mahindra XUV500 W8,10,73648,Diesel,Manual,First,15.1,2179,140,7,7.31,Mahindra
Maruti Ciaz ZDi,7,83000,Diesel,Manual,First,28.09,1248,88.5,5,7.1,Maruti
Hyundai Verna 1.6,7,16159,Diesel,Manual,First,22.32,1582,126.32,5,7.83,Hyundai
Hyundai Accent CRDi,18,150000,Diesel,Manual,First,13.1,1493,82,5,0.85,Hyundai
Honda Brio S,9,22100,Petrol,Manual,First,19.4,1198,86.8,5,3.55,Honda
Hyundai i20 Active,6,35043,Petrol,Manual,First,17.19,1197,81.86,5,8.19,Hyundai
BMW 3 Series,5,24000,Diesel,Automatic,First,18.88,1995,184,5,28,BMW
Volkswagen Jetta 2013-2015,8,480000,Diesel,Automatic,First,16.96,1968,138.03,5,13,Volkswagen
Volkswagen Polo Petrol,12,70000,Petrol,Manual,Second,15.26,1598,103.5,5,3.29,Volkswagen
Maruti Swift VXi,8,13769,Petrol,Manual,Second,16.1,1197,85,5,4.41,Maruti
Renault Duster 110PS,10,58000,Diesel,Manual,First,19.01,1461,108.45,5,4.99,Renault
BMW X3 xDrive,14,58000,Diesel,Automatic,First,18.56,1995,190,5,17.98,BMW
Fiat Avventura MULTIJET,5,18705,Diesel,Manual,First,20.5,1248,91.72,5,7.71,Fiat
Maruti Wagon R,10,32378,Petrol,Manual,First,20.51,998,67.04,5,2.8,Maruti
Chevrolet Sail Hatchback,10,45000,Diesel,Manual,First,22.1,1248,76.9,5,3,Chevrolet
Mahindra XUV500 W8,8,36836,Diesel,Manual,First,15.1,2179,140,7,12.49,Mahindra
Tata Zest Quadrajet,7,54199,Diesel,Manual,First,23,1248,88.8,5,5,Tata
BMW X3 xDrive20d,6,36935,Diesel,Automatic,First,18.56,1995,190,5,32.64,BMW
Maruti Swift VDI,8,23000,Diesel,Manual,First,25.2,1248,74,5,6.5,Maruti
BMW 5 Series,8,14000,Diesel,Automatic,First,18.12,1995,190,5,35,BMW
Tata Indigo CS,8,100073,Diesel,Manual,Second,25,1396,69.01,5,2,Tata
Mahindra XUV500 W8,8,59182,Diesel,Manual,First,15.1,2179,140,7,9.46,Mahindra
Audi Q7 35,7,72132,Diesel,Automatic,Second,12.07,2967,241.4,7,39,Audi
BMW 5 Series,14,79000,Diesel,Automatic,First,18.48,1995,177,5,15,BMW
Hyundai Verna 1.6,10,66930,Petrol,Manual,First,17.1,1591,121.3,5,6.15,Hyundai
Hyundai Santa Fe,8,100000,Diesel,Automatic,Second,13.01,2199,194.3,7,14.5,Hyundai
Hyundai Santro GLS,11,43000,Petrol,Manual,First,0,1621.27645,113.2530497,5.278735151,3.25,Hyundai
Maruti Wagon R,5,27413,Petrol,Automatic,First,20.51,998,67,5,5.18,Maruti
Maruti Wagon R,16,90000,Petrol,Manual,Second,17.3,1061,64,5,1.24,Maruti
Hyundai i20 Sportz,10,40300,Petrol,Manual,First,18.5,1197,82.85,5,2.8,Hyundai
Skoda Superb Elegance,12,73783,Petrol,Automatic,Second,13.7,1798,157.75,5,5.23,Skoda
Hyundai Getz GLS,18,86000,Petrol,Manual,Second,15.3,1341,83,5,0.45,Hyundai
Maruti Wagon R,9,65694,Petrol,Manual,First,18.9,998,67.1,5,3.25,Maruti
Maruti Omni MPI,8,23000,Petrol,Manual,First,16.8,796,34.2,5,1.5,Maruti
Hyundai i10 Magna,11,51000,Petrol,Manual,First,20.36,1197,78.9,5,2.85,Hyundai
Renault KWID 1.0,5,18335,Petrol,Manual,First,21.7,999,67,5,4.5,Renault
Mercedes-Benz B Class,9,36000,Diesel,Automatic,First,15,2147,107.3,5,16.25,Mercedes-Benz
Volkswagen Polo GT,6,25000,Petrol,Automatic,First,17.21,1197,103.5,5,7.75,Volkswagen
Mahindra Scorpio VLX,16,81000,Diesel,Manual,Third,12.05,2179,120,8,4.35,Mahindra
Toyota Fortuner 2.8,4,21719,Diesel,Automatic,First,12.9,2755,174.5,7,33.13,Toyota
Chevrolet Beat Diesel,10,75421,Diesel,Manual,First,25.44,936,56.3,5,3.63,Chevrolet
Toyota Innova 2.5,13,80000,Diesel,Manual,First,12.8,2494,102,8,4.75,Toyota
Maruti Swift Dzire,5,10671,Petrol,Manual,First,20.85,1197,83.14,5,6.51,Maruti
Renault KWID Climber,5,4126,Petrol,Manual,First,21.7,999,67,5,4.8,Renault
Tata Bolt Quadrajet,6,98500,Diesel,Manual,First,22.95,1248,74,5,6,Tata
Hyundai Grand i10,7,61578,Petrol,Manual,First,18.9,1197,82,5,6.4,Hyundai
Volkswagen Vento 1.5,9,54000,Diesel,Manual,First,20.34,1498,103.2,5,4.9,Volkswagen
Audi A6 2011-2015,10,70998,Diesel,Automatic,First,17.68,1968,174.33,5,20.57,Audi
Maruti Swift Dzire,8,40082,Diesel,Manual,First,19.3,1248,73.9,5,4.76,Maruti
Chevrolet Spark 1.0,11,50619,Petrol,Manual,First,18,995,62,5,2,Chevrolet
BMW 3 Series,14,103905,Diesel,Automatic,First,22.69,1995,190,5,9.92,BMW
Hyundai EON Era,5,15334,Petrol,Manual,First,21.1,814,55.2,5,3.69,Hyundai
Maruti Swift Dzire,10,69000,Diesel,Manual,First,23.4,1248,74,5,5.75,Maruti
Volkswagen CrossPolo 1.5,9,75160,Diesel,Manual,First,20.14,1498,88.5,5,5.7,Volkswagen
Honda Amaze E,9,44753,Petrol,Manual,First,18,1198,86.7,5,4.94,Honda
Volkswagen Vento Petrol,11,53024,Petrol,Automatic,First,14.4,1598,103.6,5,4.29,Volkswagen
Maruti Wagon R,9,23840,Petrol,Manual,First,20.51,998,67.04,5,3,Maruti
Volkswagen Polo 1.5,9,81298,Diesel,Manual,First,20.14,1498,88.8,5,6.5,Volkswagen
Volkswagen Polo Petrol,8,59000,Petrol,Manual,Second,16.47,1198,73.9,5,4.9,Volkswagen
Honda Amaze SX,7,51806,Diesel,Manual,First,25.8,1498,98.6,5,5.4,Honda
Audi A6 35,9,56000,Diesel,Automatic,First,18.53,1968,187.74,5,24,Audi
Tata Tigor 1.05,4,29279,Diesel,Manual,First,24.7,1047,69,5,7.46,Tata
Volkswagen Vento 1.5,6,33550,Diesel,Automatic,First,21.5,1498,108.5,5,9.6,Volkswagen
Audi A6 35,9,62000,Diesel,Automatic,First,18.53,1968,187.74,5,25,Audi
Nissan Terrano XL,9,66000,Diesel,Manual,First,19.01,1461,108.5,5,6.8,Nissan
Skoda Rapid 1.5,7,46630,Diesel,Automatic,First,21.66,1498,103.52,5,8.59,Skoda
Ford Figo Aspire,7,72566,Diesel,Manual,First,25.83,1498,99,5,5.29,Ford
Tata Venture EX,12,51482,Diesel,Manual,First,15.42,1405,70,8,2.5,Tata
Mercedes-Benz New C-Class,12,90000,Diesel,Automatic,First,14.84,2143,167.62,5,13.9,Mercedes-Benz
Toyota Fortuner 4x2,9,69000,Diesel,Manual,Second,13,2982,168.5,7,20,Toyota
Honda City 1.5,12,90000,Petrol,Manual,Second,17,1497,118,5,3.4,Honda
Hyundai i20 Asta,8,39000,Petrol,Manual,First,18.6,1197,81.83,5,5.5,Hyundai
Volkswagen Vento Diesel,11,110000,Diesel,Manual,Second,20.54,1598,103.6,5,3.65,Volkswagen
Ford Endeavour 2.5L,12,68022,Diesel,Manual,First,13.1,2499,141,7,5.86,Ford
Ford EcoSport 1.5,5,27852,Petrol,Automatic,First,14.8,1497,121.36,5,10.44,Ford
Maruti Swift VDI,10,58291,Diesel,Manual,First,17.8,1248,113.2530497,5,5,Maruti
Hyundai i20 Sportz,12,68439,Diesel,Manual,First,23,1396,90,5,3.37,Hyundai
Toyota Innova 2.5,12,150000,Diesel,Manual,First,12.99,2494,100.6,8,6.95,Toyota
Tata Nexon 1.5,5,14000,Diesel,Manual,First,21.5,1497,108.5,5,9.9,Tata
Ford Figo Diesel,11,71558,Diesel,Manual,First,20,1399,68.05,5,3.3,Ford
Porsche Panamera Diesel,10,48000,Diesel,Automatic,Second,17.85,2967,300,4,50.5,Porsche
Hyundai Creta 1.6,8,65800,Diesel,Automatic,First,17.01,1582,126.2,5,12.5,Hyundai
Audi A4 2.0,9,53000,Diesel,Automatic,First,16.55,1968,140,5,20.5,Audi
Mahindra XUV500 W8,6,14600,Diesel,Manual,First,16,2179,140,7,14.5,Mahindra
Isuzu MUX 4WD,6,34429,Diesel,Automatic,First,13.8,2999,174.57,7,20,Isuzu
Maruti Swift Dzire,9,52000,Diesel,Manual,First,23.4,1248,74,5,5.25,Maruti
Maruti Ciaz ZXi,8,25470,Petrol,Manual,First,20.73,1373,91.1,5,5.9,Maruti
Hyundai EON Era,10,22000,Petrol,Manual,First,21.1,814,55.2,5,2.6,Hyundai
Mercedes-Benz E-Class 280,16,75000,Diesel,Automatic,First,11,2987,198.5,5,11,Mercedes-Benz
BMW 5 Series,12,95995,Diesel,Automatic,First,18.48,1995,177,5,15.5,BMW
Hyundai Grand i10,6,26877,Diesel,Manual,First,24,1186,73.97,5,5.75,Hyundai
Jaguar XJ 3.0L,8,26000,Diesel,Automatic,First,14.47,2993,301.73,5,75,Jaguar
Maruti Swift Ldi,16,140000,Diesel,Manual,Second,17.8,1248,75,5,2,Maruti
Hyundai Santro Xing,15,95291,Petrol,Manual,First,17.92,1086,62.1,5,2.3,Hyundai
Toyota Innova 2.5,14,135000,Diesel,Manual,Second,12.8,2494,102,8,8.2,Toyota
Hyundai i20 Sportz,8,32000,Petrol,Manual,First,18.6,1197,81.83,5,4.8,Hyundai
Mercedes-Benz E-Class 280,15,68333,Diesel,Automatic,Second,11,2987,198.5,5,8.5,Mercedes-Benz
Ford Figo Diesel,12,72000,Diesel,Manual,First,20,1399,68,5,2.9,Ford
Toyota Corolla Altis,11,52100,Diesel,Manual,First,21.43,1364,86.79,5,6.5,Toyota
Hyundai Grand i10,5,10000,Petrol,Manual,First,18.9,1197,81.86,5,5.85,Hyundai
Jeep Compass 2.0,4,6261,Diesel,Manual,First,16.3,1956,170,5,23.91,Jeep
Maruti Ignis 1.2,4,3906,Petrol,Automatic,First,20.89,1197,81.8,5,7.36,Maruti
Toyota Fortuner 3.0,9,55960,Diesel,Manual,First,11.5,2982,171,7,17.25,Toyota
Volkswagen Vento Diesel,10,144000,Diesel,Manual,First,20.54,1598,103.6,5,7,Volkswagen
Toyota Innova Crysta,6,38000,Diesel,Manual,First,13.68,2393,147.8,7,17.65,Toyota
Ford Figo Diesel,10,51000,Diesel,Manual,First,20,1399,68.1,5,2.5,Ford
Toyota Platinum Etios,8,150000,Diesel,Manual,First,23.59,1364,67.05,5,6,Toyota
Mahindra Thar DI,5,2500,Diesel,Manual,First,18.06,2523,63,7,8.25,Mahindra
Land Rover Range,5,41661,Diesel,Automatic,First,12.7,2179,187.7,5,44.83,Land
BMW 3 Series,12,64000,Diesel,Automatic,First,16.07,1995,181,5,10.5,BMW
Hyundai Accent GLS,15,80000,Petrol,Manual,Second,13.2,1495,94,5,1.9,Hyundai
Maruti Celerio ZXI,7,30000,Petrol,Automatic,Second,23.1,998,67.04,5,4.25,Maruti
Jaguar XF 2.2,9,43000,Diesel,Automatic,Second,16.36,2179,187.7,5,26.5,Jaguar
Audi A6 2.7,10,90000,Diesel,Automatic,Second,12.4,2698,179.5,5,22.5,Audi
Nissan Micra Diesel,12,123880,Diesel,Manual,First,23.08,1461,63.1,5,3.3,Nissan
Honda Amaze S,8,42000,Petrol,Manual,Second,18,1198,86.7,5,4.3,Honda
Renault Duster 85PS,11,79824,Diesel,Manual,First,19.87,1461,83.8,5,5.25,Renault
Toyota Innova 2.5,8,75000,Diesel,Manual,First,12.99,2494,100.6,8,11.75,Toyota
Honda Amaze E,9,72411,Petrol,Manual,First,18,1198,86.7,5,4.25,Honda
Mercedes-Benz New C-Class,11,63000,Diesel,Automatic,First,14.94,2143,204,5,14.22,Mercedes-Benz
Toyota Etios Liva,8,53713,Petrol,Manual,First,17.71,1197,78.9,5,4.2,Toyota
Toyota Innova Crysta,6,18000,Diesel,Automatic,First,11.36,2755,171.5,8,18.25,Toyota
Mercedes-Benz New C-Class,10,51000,Diesel,Manual,First,15.8,2148,170,5,18.5,Mercedes-Benz
Maruti Swift VXI,15,86700,Petrol,Manual,Second,16.1,1298,88.2,5,2.4,Maruti
Maruti Baleno Alpha,7,29000,Diesel,Manual,First,27.39,1248,74,5,6.5,Maruti
Hyundai Santro Xing,9,56000,LPG,Manual,First,13.45,1086,62.1,5,3.2,Hyundai
Maruti Celerio VXI,8,33000,Petrol,Automatic,First,23.1,998,67.04,5,3.99,Maruti
Ford Ecosport 1.5,9,64394,Diesel,Manual,First,22.7,1498,89.84,5,5.45,Ford
Tata Manza Aura,13,76000,Diesel,Manual,First,18.8,1248,90,5,2.7,Tata
Honda Jazz 1.5,7,48719,Diesel,Manual,First,27.3,1498,98.6,5,6.25,Honda
Mahindra XUV500 W8,7,59711,Diesel,Manual,First,15.1,2179,140,7,13.28,Mahindra
Nissan Micra Diesel,11,83000,Diesel,Manual,First,23.08,1461,63.1,5,3.7,Nissan
Mercedes-Benz New C-Class,5,10714,Diesel,Automatic,First,19.27,2143,167.62,5,39.51,Mercedes-Benz
Tata Manza Aura,13,127510,Diesel,Manual,Second,19,1248,90,5,1.4,Tata
Maruti Swift VDI,9,35010,Diesel,Manual,First,22.9,1248,74,5,3.5,Maruti
Maruti Swift Dzire,11,75451,Petrol,Manual,First,17.5,1197,85.8,5,3.78,Maruti
Tata Indigo eCS,8,83000,Diesel,Manual,First,19.09,1405,69.01,5,2.7,Tata
Honda Amaze S,10,38755,Diesel,Manual,First,25.8,1498,98.6,5,3.2,Honda
Maruti Swift VXI,7,30000,Petrol,Manual,First,20.4,1197,81.8,5,5,Maruti
Maruti Ertiga ZDI,11,40000,Diesel,Manual,First,20.77,1248,88.8,7,7,Maruti
Hyundai Grand i10,9,19500,Petrol,Manual,Second,18.9,1197,82,5,2.85,Hyundai
Nissan Micra Active,7,41000,Petrol,Manual,First,19.69,1198,67.04,5,4.25,Nissan
Hyundai Grand i10,9,30000,Petrol,Manual,Second,18.9,1197,82,5,4.9,Hyundai
Jeep Compass 2.0,6,37000,Diesel,Manual,First,17.1,1956,170,5,16.9,Jeep
Volkswagen Polo Diesel,9,62000,Diesel,Manual,Second,22.07,1199,73.9,5,4.25,Volkswagen
Honda Amaze S,8,42023,Petrol,Automatic,First,15.5,1198,86.7,5,4.34,Honda
BMW X3 xDrive20d,11,51001,Diesel,Automatic,First,16.09,1995,184,5,17,BMW
BMW 3 Series,6,55389,Diesel,Automatic,First,18.88,1995,184,5,28.45,BMW
Honda City V,9,46728,Petrol,Automatic,First,15.6,1497,116.3,5,6.15,Honda
Mahindra Ssangyong Rexton,9,58995,Diesel,Manual,First,12.83,2696,162,7,9.25,Mahindra
Maruti Swift Dzire,8,37857,Diesel,Manual,First,26.59,1248,74,5,4.85,Maruti
Maruti Swift VDI,9,71000,Diesel,Manual,First,25.2,1248,74,5,4.8,Maruti
Honda Brio S,11,49024,Petrol,Manual,First,18.4,1198,86.8,5,2.3,Honda
Hyundai Grand i10,7,10770,Petrol,Manual,First,18.9,1197,82,5,4.75,Hyundai
Tata Zest Quadrajet,6,72000,Diesel,Manual,First,22.95,1248,74,5,5,Tata
Hyundai EON Era,8,91000,Petrol,Manual,First,21.1,814,55.2,5,2.5,Hyundai
Hyundai i20 1.2,6,14000,Petrol,Manual,First,18.6,1197,81.83,5,5.95,Hyundai
Volvo S60 D4,9,48000,Diesel,Automatic,Second,9,1984,181,5,16,Volvo
Ford Ecosport 1.5,9,75136,Diesel,Manual,First,22.7,1498,89.84,5,6.15,Ford
Maruti Ritz VXI,9,32500,Petrol,Manual,Second,21.1,1197,85.8,5,4.05,Maruti
Hyundai i20 1.4,13,94500,Diesel,Manual,Second,21.9,1396,90,5,3.1,Hyundai
Maruti Dzire VXI,10,34900,Petrol,Manual,First,22,1197,81.8,5,5.49,Maruti
Porsche Panamera 2010,13,42400,Petrol,Automatic,Third,8,4806,394.3,4,42.91,Porsche
Maruti Swift VDi,8,50000,Diesel,Manual,First,17.8,1248,75,5,5.7,Maruti
Honda Brio S,9,35000,Petrol,Manual,First,19.4,1198,86.8,5,2.85,Honda
Chevrolet Beat LS,11,37000,Petrol,Manual,Second,18.6,1199,79.4,5,2.35,Chevrolet
Hyundai Creta 1.6,5,32807,Petrol,Automatic,First,13,1591,121.3,5,14.76,Hyundai
Honda City ZX,15,119000,Petrol,Manual,Second,17.7,1497,78,5,2.25,Honda
Maruti Ritz LXi,7,12000,Petrol,Manual,First,18.5,1197,85.8,5,3.65,Maruti
Ford EcoSport 1.5,7,46727,Diesel,Manual,First,22.77,1498,98.59,5,7.25,Ford
BMW 3 Series,13,73336,Diesel,Automatic,First,13.2,1995,170,5,10.69,BMW
